Msuc,Mdis,,Msuc,Mdis,,Psuc,Pdis,,Psuc,Pdis,,Tsuc,Tdis,,Tsuc,Tdis,,Tsuc,Tdis,,Tsuc,Tdis
lbm/min,lbm/min,,0.338093851,0.115813445,,psia,psia,,0.129240536,0.235302006,,F,F,,0.231610699,0.153290561,,F,F,,0.231610699,0.153290561
55.000155,63.520993,,,,,60.317809,119.516807,,,,,70.303401,131.838301,,,,,530.973401,592.508301,,,
54.898013,63.500753,,,,,60.309946,119.503824,,,,,70.286319,131.848517,,,,,530.956319,592.518517,,,
54.84627,63.476366,,,,,60.300472,119.513148,,,,,70.266611,131.859851,,,,,530.936611,592.529851,,,
54.82949,63.456074,,,,,60.291472,119.485542,,,,,70.251015,131.868942,,,,,530.921015,592.538942,,,
54.807807,63.435802,,,,,60.28077,119.498358,,,,,70.233099,131.87957,,,,,530.903099,592.54957,,,
54.790992,63.435729,,,,,60.272561,119.495541,,,,,70.218998,131.88826,,,,,530.888998,592.55826,,,
54.920983,63.435844,,,,,60.270829,119.479121,,,,,70.202511,131.897574,,,,,530.872511,592.567574,,,
54.988643,63.435763,,,,,60.265192,119.535869,,,,,70.188955,131.904408,,,,,530.858955,592.574408,,,
55.100886,63.435587,,,,,60.261026,119.530229,,,,,70.1732,131.911548,,,,,530.8432,592.581548,,,
55.074055,63.435571,,,,,60.258193,119.528904,,,,,70.160629,131.916447,,,,,530.830629,592.586447,,,
55.087001,63.435482,,,,,60.248685,119.508467,,,,,70.145496,131.920951,,,,,530.815496,592.590951,,,
55.030076,63.435577,,,,,60.246116,119.529562,,,,,70.133135,131.924221,,,,,530.803135,592.594221,,,
54.937864,63.435451,,,,,60.239999,119.565371,,,,,70.119513,131.927896,,,,,530.789513,592.597896,,,
54.925615,63.435519,,,,,60.234325,119.598057,,,,,70.109164,131.930688,,,,,530.779164,592.600688,,,
54.999216,63.435435,,,,,60.225409,119.567201,,,,,70.097334,131.933416,,,,,530.767334,592.603416,,,
55.072591,63.435293,,,,,60.218043,119.512812,,,,,70.085763,131.935114,,,,,530.755763,592.605114,,,
55.083208,63.435257,,,,,60.210567,119.560081,,,,,70.076523,131.935985,,,,,530.746523,592.605985,,,
55.086206,63.435409,,,,,60.208225,119.611003,,,,,70.065945,131.936962,,,,,530.735945,592.606962,,,
55.197121,63.435729,,,,,60.204257,119.574928,,,,,70.057809,131.93773,,,,,530.727809,592.60773,,,
55.248885,63.435666,,,,,60.199071,119.58952,,,,,70.048451,131.938337,,,,,530.718451,592.608337,,,
55.281853,63.435524,,,,,60.192435,119.596628,,,,,70.040871,131.938565,,,,,530.710871,592.608565,,,
55.36728,63.435312,,,,,60.186413,119.579791,,,,,70.031961,131.93839,,,,,530.701961,592.60839,,,
55.379621,63.435472,,,,,60.181363,119.601825,,,,,70.025342,131.937892,,,,,530.695342,592.607892,,,
55.317602,63.435293,,,,,60.177386,119.613817,,,,,70.017492,131.936639,,,,,530.687492,592.606639,,,
55.228167,63.435362,,,,,60.170086,119.597635,,,,,70.0112,131.935439,,,,,530.6812,592.605439,,,
55.21076,63.435498,,,,,60.16336,119.541627,,,,,70.003694,131.933758,,,,,530.673694,592.603758,,,
55.122576,63.435718,,,,,60.156298,119.559264,,,,,69.997658,131.932191,,,,,530.667658,592.602191,,,
54.970266,63.435529,,,,,60.151955,119.562028,,,,,69.990805,131.930866,,,,,530.660805,592.600866,,,
54.957204,63.435786,,,,,60.149509,119.659286,,,,,69.985713,131.929939,,,,,530.655713,592.599939,,,
54.883299,63.435653,,,,,60.142176,119.609048,,,,,69.98028,131.928728,,,,,530.65028,592.598728,,,
54.959208,63.435692,,,,,60.13746,119.588711,,,,,69.975535,131.927258,,,,,530.645535,592.597258,,,
54.959538,63.435708,,,,,60.131307,119.602947,,,,,69.969292,131.925037,,,,,530.639292,592.595037,,,
54.931202,63.435894,,,,,60.127452,119.627027,,,,,69.96384,131.923339,,,,,530.63384,592.593339,,,
55.00182,63.436028,,,,,60.120848,119.671776,,,,,69.957746,131.921143,,,,,530.627746,592.591143,,,
54.989496,63.435949,,,,,60.116029,119.649301,,,,,69.953191,131.919136,,,,,530.623191,592.589136,,,
55.014213,63.435802,,,,,60.109488,119.549327,,,,,69.947758,131.916892,,,,,530.617758,592.586892,,,
54.863657,63.435747,,,,,60.105853,119.593207,,,,,69.942853,131.914927,,,,,530.612853,592.584927,,,
54.824664,63.435831,,,,,60.099895,119.597019,,,,,69.936636,131.912388,,,,,530.606636,592.582388,,,
54.851422,63.436085,,,,,60.094966,119.63033,,,,,69.931552,131.909944,,,,,530.601552,592.579944,,,
54.762173,63.42006,,,,,60.088222,119.65979,,,,,69.925513,131.907072,,,,,530.595513,592.577072,,,
54.741744,63.419984,,,,,60.081519,119.620722,,,,,69.920466,131.905042,,,,,530.590466,592.575042,,,
54.761688,63.403938,,,,,60.073945,119.596824,,,,,69.914587,131.902568,,,,,530.584587,592.572568,,,
54.663803,63.403904,,,,,60.066568,119.597742,,,,,69.909627,131.901076,,,,,530.579627,592.571076,,,
54.465126,63.387538,,,,,60.059197,119.686956,,,,,69.903731,131.899912,,,,,530.573731,592.569912,,,
54.393592,63.37536,,,,,60.054356,119.65365,,,,,69.899069,131.899539,,,,,530.569069,592.569539,,,
54.453179,63.351346,,,,,60.042833,119.643297,,,,,69.893256,131.899147,,,,,530.563256,592.569147,,,
54.53111,63.339152,,,,,60.034499,119.537409,,,,,69.88845,131.898799,,,,,530.55845,592.568799,,,
54.663792,63.332422,,,,,60.026998,119.574304,,,,,69.882764,131.898409,,,,,530.552764,592.568409,,,
54.700451,63.328228,,,,,60.018635,119.505614,,,,,69.878226,131.898231,,,,,530.548226,592.568231,,,
54.734956,63.303981,,,,,60.006574,119.436262,,,,,69.872501,131.898064,,,,,530.542501,592.568064,,,
54.714486,63.291737,,,,,60.000986,119.451332,,,,,69.867835,131.897669,,,,,530.537835,592.567669,,,
54.621644,63.274086,,,,,59.991368,119.430389,,,,,69.862303,131.897051,,,,,530.532303,592.567051,,,
54.50397,63.253833,,,,,59.986196,119.438418,,,,,69.857765,131.896917,,,,,530.527765,592.566917,,,
54.436013,63.229491,,,,,59.975918,119.449057,,,,,69.85234,131.896566,,,,,530.52234,592.566566,,,
54.372888,63.209314,,,,,59.966675,119.39078,,,,,69.847826,131.896461,,,,,530.517826,592.566461,,,
54.413211,63.184869,,,,,59.955184,119.40285,,,,,69.843191,131.896756,,,,,530.513191,592.566756,,,
54.40145,63.164558,,,,,59.949958,119.309805,,,,,69.839421,131.897196,,,,,530.509421,592.567196,,,
54.389472,63.156428,,,,,59.937952,119.244473,,,,,69.834483,131.897591,,,,,530.504483,592.567591,,,
54.389228,63.136368,,,,,59.931008,119.290007,,,,,69.830046,131.897513,,,,,530.500046,592.567513,,,
54.364883,63.128012,,,,,59.924048,119.346921,,,,,69.824575,131.897407,,,,,530.494575,592.567407,,,
54.388388,63.107683,,,,,59.917056,119.36752,,,,,69.820193,131.897229,,,,,530.490193,592.567229,,,
54.52373,63.099731,,,,,59.909184,119.326574,,,,,69.814727,131.896394,,,,,530.484727,592.566394,,,
54.583524,63.087841,,,,,59.903875,119.347744,,,,,69.809767,131.895191,,,,,530.479767,592.565191,,,
54.709439,63.087731,,,,,59.89968,119.304923,,,,,69.804048,131.89297,,,,,530.474048,592.56297,,,
54.634889,63.079317,,,,,59.898307,119.328758,,,,,69.798362,131.890058,,,,,530.468362,592.560058,,,
54.592751,63.0656,,,,,59.89531,119.337428,,,,,69.793581,131.887422,,,,,530.463581,592.557422,,,
54.550965,63.045315,,,,,59.891619,119.402289,,,,,69.789131,131.884252,,,,,530.459131,592.554252,,,
54.510201,63.045074,,,,,59.89559,119.400531,,,,,69.784777,131.880115,,,,,530.454777,592.550115,,,
54.55016,63.049239,,,,,59.893077,119.379009,,,,,69.781782,131.876369,,,,,530.451782,592.546369,,,
54.483134,63.038323,,,,,59.89435,119.363072,,,,,69.778603,131.871367,,,,,530.448603,592.541367,,,
54.516966,63.038213,,,,,59.892507,119.324851,,,,,69.77557,131.865621,,,,,530.44557,592.535621,,,
54.500717,63.046349,,,,,59.894729,119.308244,,,,,69.773404,131.860308,,,,,530.443404,592.530308,,,
54.567415,63.054459,,,,,59.897669,119.31852,,,,,69.771345,131.853104,,,,,530.441345,592.523104,,,
54.540093,63.070573,,,,,59.900889,119.328774,,,,,69.770154,131.846593,,,,,530.440154,592.516593,,,
54.589336,63.090669,,,,,59.904075,119.345481,,,,,69.769518,131.838267,,,,,530.439518,592.508267,,,
54.552087,63.110634,,,,,59.914701,119.375677,,,,,69.770035,131.830858,,,,,530.440035,592.500858,,,
54.527806,63.134695,,,,,59.922109,119.35601,,,,,69.771483,131.821099,,,,,530.441483,592.491099,,,
54.545184,63.155176,,,,,59.928801,119.336916,,,,,69.773143,131.812085,,,,,530.443143,592.482085,,,
54.640725,63.179757,,,,,59.937175,119.263802,,,,,69.776187,131.800319,,,,,530.446187,592.470319,,,
54.654125,63.199992,,,,,59.946215,119.196518,,,,,69.780098,131.790318,,,,,530.450098,592.460318,,,
54.531855,63.22409,,,,,59.952347,119.217214,,,,,69.7858,131.777714,,,,,530.4558,592.447714,,,
54.491136,63.244294,,,,,59.962187,119.245466,,,,,69.7912,131.766575,,,,,530.4612,592.436575,,,
54.529343,63.268654,,,,,59.971314,119.218533,,,,,69.797732,131.753047,,,,,530.467732,592.423047,,,
54.495162,63.288994,,,,,59.980582,119.211591,,,,,69.803547,131.74174,,,,,530.473547,592.41174,,,
54.462603,63.313606,,,,,59.99312,119.161512,,,,,69.81061,131.728663,,,,,530.48061,592.398663,,,
54.469742,63.333983,,,,,59.999955,119.208846,,,,,69.8164,131.717807,,,,,530.4864,592.387807,,,
54.423203,63.350249,,,,,60.009144,119.203531,,,,,69.823978,131.704775,,,,,530.493978,592.374775,,,
54.493279,63.370662,,,,,60.018674,119.150469,,,,,69.83063,131.694404,,,,,530.50063,592.364404,,,
54.541948,63.395343,,,,,60.029624,119.132838,,,,,69.838645,131.682106,,,,,530.508645,592.352106,,,
54.641338,63.411586,,,,,60.036361,119.170797,,,,,69.845646,131.672158,,,,,530.515646,592.342158,,,
54.692648,63.423643,,,,,60.041672,119.180849,,,,,69.854391,131.660643,,,,,530.524391,592.330643,,,
54.773887,63.427645,,,,,60.050825,119.198432,,,,,69.862193,131.651065,,,,,530.532193,592.321065,,,
54.773304,63.435986,,,,,60.057228,119.196176,,,,,69.871226,131.639502,,,,,530.541226,592.309502,,,
54.846609,63.436356,,,,,60.05994,119.196598,,,,,69.877953,131.630075,,,,,530.547953,592.300075,,,
54.952168,63.436447,,,,,60.067573,119.121729,,,,,69.88564,131.618932,,,,,530.55564,592.288932,,,
55.00945,63.436353,,,,,60.074668,119.096249,,,,,69.892128,131.610209,,,,,530.562128,592.280209,,,
54.934417,63.436196,,,,,60.08431,119.096602,,,,,69.89968,131.600261,,,,,530.56968,592.270261,,,
54.873613,63.436327,,,,,60.086242,119.070402,,,,,69.905454,131.592064,,,,,530.575454,592.262064,,,
54.975089,63.436481,,,,,60.093639,119.073135,,,,,69.912151,131.58282,,,,,530.582151,592.25282,,,
54.975112,63.436746,,,,,60.094931,119.021255,,,,,69.917614,131.575833,,,,,530.587614,592.245833,,,
54.885235,63.436967,,,,,60.098087,118.986641,,,,,69.92482,131.567956,,,,,530.59482,592.237956,,,
54.905404,63.436683,,,,,60.099476,118.94074,,,,,69.930836,131.561691,,,,,530.600836,592.231691,,,
54.908118,63.436534,,,,,60.098211,118.881971,,,,,69.938174,131.554504,,,,,530.608174,592.224504,,,
54.924078,63.436201,,,,,60.098535,118.814642,,,,,69.944114,131.549163,,,,,530.614114,592.219163,,,
54.813118,63.436185,,,,,60.09982,118.803545,,,,,69.950918,131.543323,,,,,530.620918,592.213323,,,
54.752144,63.436151,,,,,60.100478,118.803597,,,,,69.9564,131.538625,,,,,530.6264,592.208625,,,
54.751687,63.436028,,,,,60.100668,118.786756,,,,,69.962766,131.533197,,,,,530.632766,592.203197,,,
54.75528,63.436206,,,,,60.10255,118.709285,,,,,69.967663,131.528704,,,,,530.637663,592.198704,,,
54.823148,63.436274,,,,,60.110439,118.658822,,,,,69.973272,131.52331,,,,,530.643272,592.19331,,,
54.764783,63.436316,,,,,60.113962,118.58549,,,,,69.97756,131.518442,,,,,530.64756,592.188442,,,
54.690065,63.436033,,,,,60.121666,118.582274,,,,,69.982595,131.512444,,,,,530.652595,592.182444,,,
54.749075,63.436054,,,,,60.126805,118.585229,,,,,69.987018,131.507918,,,,,530.657018,592.177918,,,
54.732231,63.436301,,,,,60.128602,118.596272,,,,,69.992401,131.50313,,,,,530.662401,592.17313,,,
54.708251,63.436306,,,,,60.132964,118.619232,,,,,69.996604,131.49957,,,,,530.666604,592.16957,,,
54.764326,63.436133,,,,,60.136081,118.600174,,,,,70.001253,131.495671,,,,,530.671253,592.165671,,,
54.796222,63.436112,,,,,60.13983,118.601677,,,,,70.005007,131.492631,,,,,530.675007,592.162631,,,
54.780171,63.435944,,,,,60.142518,118.577203,,,,,70.00951,131.489447,,,,,530.67951,592.159447,,,
54.821126,63.435742,,,,,60.144953,118.592537,,,,,70.013028,131.487053,,,,,530.683028,592.157053,,,
54.903172,63.435807,,,,,60.150072,118.602389,,,,,70.016908,131.484821,,,,,530.686908,592.154821,,,
54.864536,63.436106,,,,,60.156895,118.638131,,,,,70.020035,131.48329,,,,,530.690035,592.15329,,,
54.938257,63.436117,,,,,60.164225,118.668695,,,,,70.023921,131.481409,,,,,530.693921,592.151409,,,
54.910067,63.436466,,,,,60.170023,118.673406,,,,,70.026583,131.479357,,,,,530.696583,592.149357,,,
55.014239,63.436374,,,,,60.177324,118.628316,,,,,70.029291,131.477136,,,,,530.699291,592.147136,,,
55.026656,63.436332,,,,,60.181873,118.662783,,,,,70.03132,131.475497,,,,,530.70132,592.145497,,,
54.971535,63.436348,,,,,60.188338,118.691501,,,,,70.033852,131.473465,,,,,530.703852,592.143465,,,
54.904082,63.43613,,,,,60.195786,118.791355,,,,,70.036156,131.471898,,,,,530.706156,592.141898,,,
54.847047,63.436196,,,,,60.200139,118.866881,,,,,70.038834,131.470501,,,,,530.708834,592.140501,,,
54.77834,63.436049,,,,,60.202242,118.887653,,,,,70.041138,131.469916,,,,,530.711138,592.139916,,,
54.735725,63.436117,,,,,60.205291,118.869462,,,,,70.042583,131.469663,,,,,530.712583,592.139663,,,
54.658145,63.435983,,,,,60.20887,118.905574,,,,,70.043898,131.469365,,,,,530.713898,592.139365,,,
54.556829,63.435493,,,,,60.215593,118.942722,,,,,70.045286,131.469014,,,,,530.715286,592.139014,,,
54.474699,63.435306,,,,,60.218704,118.928647,,,,,70.047009,131.468446,,,,,530.717009,592.138446,,,
54.426639,63.435383,,,,,60.221937,118.966229,,,,,70.047911,131.467603,,,,,530.717911,592.137603,,,
54.335581,63.435561,,,,,60.221741,119.026209,,,,,70.048781,131.466545,,,,,530.718781,592.136545,,,
54.322011,63.435668,,,,,60.226861,119.019322,,,,,70.049224,131.465669,,,,,530.719224,592.135669,,,
54.204051,63.435765,,,,,60.23169,119.008473,,,,,70.049524,131.464625,,,,,530.719524,592.134625,,,
54.174085,63.435802,,,,,60.236382,119.04375,,,,,70.049882,131.463701,,,,,530.719882,592.133701,,,
54.171746,63.435561,,,,,60.238935,119.055229,,,,,70.050581,131.462587,,,,,530.720581,592.132587,,,
54.155251,63.435524,,,,,60.241711,119.070243,,,,,70.050576,131.46129,,,,,530.720576,592.13129,,,
54.10642,63.435251,,,,,60.248932,119.101546,,,,,70.050801,131.459882,,,,,530.720801,592.129882,,,
54.106695,63.443466,,,,,60.253558,119.138207,,,,,70.051445,131.458674,,,,,530.721445,592.128674,,,
54.20431,63.443455,,,,,60.258169,119.161787,,,,,70.052194,131.456687,,,,,530.722194,592.126687,,,
54.279978,63.447579,,,,,60.264898,119.176207,,,,,70.052791,131.455159,,,,,530.722791,592.125159,,,
54.312765,63.452116,,,,,60.26566,119.078166,,,,,70.053248,131.453564,,,,,530.723248,592.123564,,,
54.291618,63.452032,,,,,60.26979,119.061398,,,,,70.053554,131.452036,,,,,530.723554,592.122036,,,
54.357959,63.452174,,,,,60.272294,119.09203,,,,,70.054297,131.450115,,,,,530.724297,592.120115,,,
54.423851,63.452163,,,,,60.27336,119.118913,,,,,70.054891,131.44884,,,,,530.724891,592.11884,,,
54.610591,63.452142,,,,,60.27458,119.097481,,,,,70.055992,131.447237,,,,,530.725992,592.117237,,,
54.663336,63.452321,,,,,60.275794,119.122792,,,,,70.057281,131.445979,,,,,530.727281,592.115979,,,
54.695948,63.45273,,,,,60.278663,119.118475,,,,,70.058398,131.444532,,,,,530.728398,592.114532,,,
54.727773,63.45296,,,,,60.280923,119.031436,,,,,70.059917,131.443357,,,,,530.729917,592.113357,,,
54.762108,63.452706,,,,,60.28605,119.01438,,,,,70.061461,131.441871,,,,,530.731461,592.111871,,,
54.804594,63.452656,,,,,60.288183,118.979974,,,,,70.062483,131.440501,,,,,530.732483,592.110501,,,
54.827491,63.452693,,,,,60.292799,119.032558,,,,,70.063936,131.438898,,,,,530.733936,592.108898,,,
54.817089,63.452578,,,,,60.293121,119.023063,,,,,70.065362,131.437676,,,,,530.735362,592.107676,,,
54.84071,63.456674,,,,,60.297916,118.970112,,,,,70.066663,131.436092,,,,,530.736663,592.106092,,,
54.883913,63.46887,,,,,60.301453,118.998855,,,,,70.067723,131.435179,,,,,530.737723,592.105179,,,
54.965319,63.469211,,,,,60.303787,119.035172,,,,,70.069441,131.433949,,,,,530.739441,592.103949,,,
54.913663,63.481326,,,,,60.303124,118.985071,,,,,70.070665,131.43263,,,,,530.740665,592.10263,,,
54.799669,63.501739,,,,,60.303086,119.024244,,,,,70.071863,131.43126,,,,,530.741863,592.10126,,,
54.731602,63.501797,,,,,60.303515,119.049298,,,,,70.0727,131.430153,,,,,530.7427,592.100153,,,
54.621922,63.501519,,,,,60.306956,119.067259,,,,,70.074169,131.428825,,,,,530.744169,592.098825,,,
54.604945,63.521578,,,,,60.312143,119.079513,,,,,70.07554,131.427637,,,,,530.74554,592.097637,,,
54.57281,63.545965,,,,,60.315802,119.055187,,,,,70.076889,131.425886,,,,,530.746889,592.095886,,,
54.594293,63.566412,,,,,60.320205,119.003824,,,,,70.078155,131.423921,,,,,530.748155,592.093921,,,
54.471332,63.582873,,,,,60.327419,119.028555,,,,,70.079718,131.421844,,,,,530.749718,592.091844,,,
54.393136,63.602997,,,,,60.330607,118.986661,,,,,70.080993,131.420489,,,,,530.750993,592.090489,,,
54.349508,63.606758,,,,,60.333799,119.004179,,,,,70.082916,131.418568,,,,,530.752916,592.088568,,,
54.297183,63.614813,,,,,60.336126,119.087602,,,,,70.084717,131.416868,,,,,530.754717,592.086868,,,
54.342416,63.614834,,,,,60.343306,119.112873,,,,,70.087122,131.414802,,,,,530.757122,592.084802,,,
54.333924,63.635127,,,,,60.349364,119.119756,,,,,70.089316,131.412843,,,,,530.759316,592.082843,,,
54.394903,63.659282,,,,,60.355682,119.093549,,,,,70.091449,131.410633,,,,,530.761449,592.080633,,,
54.488946,63.679764,,,,,60.359586,119.109374,,,,,70.092869,131.408501,,,,,530.762869,592.078501,,,
54.510354,63.695968,,,,,60.362674,119.108035,,,,,70.094614,131.406135,,,,,530.764614,592.076135,,,
54.499451,63.700093,,,,,60.364106,119.139828,,,,,70.096357,131.404254,,,,,530.766357,592.074254,,,
54.434156,63.720213,,,,,60.365537,119.085877,,,,,70.098247,131.402333,,,,,530.768247,592.072333,,,
54.461669,63.703993,,,,,60.368633,119.076977,,,,,70.099569,131.401092,,,,,530.769569,592.071092,,,
54.448959,63.703757,,,,,60.37104,119.077015,,,,,70.100895,131.399872,,,,,530.770895,592.069872,,,
54.451844,63.711662,,,,,60.37038,119.02202,,,,,70.102354,131.398865,,,,,530.772354,592.068865,,,
54.535637,63.70739,,,,,60.367483,119.055386,,,,,70.102566,131.398459,,,,,530.772566,592.068459,,,
54.631207,63.683294,,,,,60.360579,119.02889,,,,,70.102838,131.398784,,,,,530.772838,592.068784,,,
54.661699,63.662899,,,,,60.359184,118.992263,,,,,70.102894,131.399544,,,,,530.772894,592.069544,,,
54.588455,63.638219,,,,,60.349794,119.019881,,,,,70.102277,131.401325,,,,,530.772277,592.071325,,,
54.70407,63.625855,,,,,60.342125,118.996192,,,,,70.101515,131.403168,,,,,530.771515,592.073168,,,
54.790835,63.6014,,,,,60.334221,119.008443,,,,,70.100215,131.405367,,,,,530.770215,592.075367,,,
54.851983,63.597408,,,,,60.329347,118.992443,,,,,70.098418,131.407655,,,,,530.768418,592.077655,,,
54.884841,63.589146,,,,,60.320426,118.960931,,,,,70.095385,131.410956,,,,,530.765385,592.080956,,,
54.872527,63.589078,,,,,60.314051,118.971762,,,,,70.092729,131.414315,,,,,530.762729,592.084315,,,
54.828034,63.56882,,,,,60.300755,118.994158,,,,,70.089112,131.419325,,,,,530.759112,592.089325,,,
54.763936,63.548556,,,,,60.292459,118.97396,,,,,70.086115,131.423904,,,,,530.756115,592.093904,,,
54.726514,63.52397,,,,,60.283616,118.950288,,,,,70.082003,131.429933,,,,,530.752003,592.099933,,,
54.766412,63.51174,,,,,60.277689,119.001197,,,,,70.078114,131.435021,,,,,530.748114,592.105021,,,
54.790161,63.487204,,,,,60.266084,118.960075,,,,,70.072845,131.441233,,,,,530.742845,592.111233,,,
54.818416,63.466914,,,,,60.257356,118.935005,,,,,70.068433,131.446594,,,,,530.738433,592.116594,,,
54.801971,63.46695,,,,,60.249201,118.96046,,,,,70.063292,131.45333,,,,,530.733292,592.12333,,,
54.899353,63.446794,,,,,60.245025,118.969963,,,,,70.05935,131.459083,,,,,530.72935,592.129083,,,
54.936266,63.434811,,,,,60.240074,118.919806,,,,,70.054305,131.465646,,,,,530.724305,592.135646,,,
54.940476,63.434868,,,,,60.236218,118.9367,,,,,70.050245,131.47081,,,,,530.720245,592.14081,,,
54.892232,63.434727,,,,,60.234642,118.951542,,,,,70.044845,131.476298,,,,,530.714845,592.146298,,,
54.832947,63.434766,,,,,60.230137,118.989154,,,,,70.040158,131.480802,,,,,530.710158,592.150802,,,
54.916108,63.43484,,,,,60.23161,119.075827,,,,,70.034518,131.486202,,,,,530.704518,592.156202,,,
54.895123,63.434989,,,,,60.2314,119.060496,,,,,70.029669,131.490293,,,,,530.699669,592.160293,,,
54.808444,63.43522,,,,,60.229889,119.102222,,,,,70.023591,131.494947,,,,,530.693591,592.164947,,,
54.81262,63.435097,,,,,60.228859,119.082657,,,,,70.018585,131.498563,,,,,530.688585,592.168563,,,
54.832501,63.435236,,,,,60.229569,119.095192,,,,,70.012805,131.50288,,,,,530.682805,592.17288,,,
54.877854,63.435215,,,,,60.226343,119.07553,,,,,70.007715,131.506248,,,,,530.677715,592.176248,,,
54.898244,63.435194,,,,,60.229186,119.109363,,,,,70.001446,131.509705,,,,,530.671446,592.179705,,,
55.024188,63.435007,,,,,60.228613,119.0769,,,,,69.996588,131.512174,,,,,530.666588,592.182174,,,
55.0252,63.435023,,,,,60.223845,119.138249,,,,,69.990791,131.514968,,,,,530.660791,592.184968,,,
54.984712,63.435209,,,,,60.22122,119.053042,,,,,69.986214,131.517309,,,,,530.656214,592.187309,,,
54.993456,63.435451,,,,,60.221138,119.072969,,,,,69.981436,131.520031,,,,,530.651436,592.190031,,,
54.99824,63.435626,,,,,60.221366,119.116838,,,,,69.977789,131.522163,,,,,530.647789,592.192163,,,
55.112368,63.43555,,,,,60.218447,119.099837,,,,,69.973058,131.524176,,,,,530.643058,592.194176,,,
55.079778,63.435739,,,,,60.218983,119.106555,,,,,69.96905,131.525431,,,,,530.63905,592.195431,,,
55.05506,63.435718,,,,,60.218258,119.112659,,,,,69.964646,131.526784,,,,,530.634646,592.196784,,,
55.009733,63.435501,,,,,60.216706,119.149752,,,,,69.961275,131.527872,,,,,530.631275,592.197872,,,
54.992803,63.43539,,,,,60.212967,119.153335,,,,,69.957449,131.529164,,,,,530.627449,592.199164,,,
55.057552,63.435503,,,,,60.211621,119.118895,,,,,69.954149,131.530419,,,,,530.624149,592.200419,,,
55.110255,63.435508,,,,,60.209436,119.088928,,,,,69.950158,131.5321,,,,,530.620158,592.2021,,,
55.029113,63.435275,,,,,60.208636,119.112697,,,,,69.946839,131.533751,,,,,530.616839,592.203751,,,
55.053471,63.435259,,,,,60.207255,119.127947,,,,,69.942834,131.535538,,,,,530.612834,592.205538,,,
55.085915,63.435655,,,,,60.204302,119.128331,,,,,69.939677,131.536876,,,,,530.609677,592.206876,,,
55.030002,63.435456,,,,,60.199029,119.11528,,,,,69.935752,131.538591,,,,,530.605752,592.208591,,,
55.033039,63.435695,,,,,60.198373,119.118292,,,,,69.932796,131.540055,,,,,530.602796,592.210055,,,
55.032255,63.435794,,,,,60.194639,119.100921,,,,,69.930008,131.541845,,,,,530.600008,592.211845,,,
54.950894,63.435954,,,,,60.193164,119.11105,,,,,69.928001,131.543445,,,,,530.598001,592.213445,,,
54.893371,63.436064,,,,,60.190812,119.089562,,,,,69.925706,131.545204,,,,,530.595706,592.215204,,,
54.904187,63.435986,,,,,60.189858,119.101346,,,,,69.923705,131.546682,,,,,530.593705,592.216682,,,
54.935178,63.435894,,,,,60.188586,119.123913,,,,,69.920402,131.548386,,,,,530.590402,592.218386,,,
54.89859,63.435776,,,,,60.190414,119.154334,,,,,69.917361,131.549647,,,,,530.587361,592.219647,,,
54.754399,63.435876,,,,,60.187548,119.163177,,,,,69.913849,131.551194,,,,,530.583849,592.221194,,,
54.789227,63.435897,,,,,60.185855,119.146593,,,,,69.910706,131.552906,,,,,530.580706,592.222906,,,
54.849061,63.435928,,,,,60.181329,119.15899,,,,,69.906616,131.555239,,,,,530.576616,592.225239,,,
54.867966,63.436306,,,,,60.179448,119.194181,,,,,69.903038,131.557145,,,,,530.573038,592.227145,,,
54.947626,63.436411,,,,,60.175912,119.201173,,,,,69.898535,131.559656,,,,,530.568535,592.229656,,,
54.896701,63.436492,,,,,60.173895,119.202574,,,,,69.895023,131.561457,,,,,530.565023,592.231457,,,
54.940507,63.436712,,,,,60.172427,119.216999,,,,,69.891472,131.563027,,,,,530.561472,592.233027,,,
54.945585,63.436836,,,,,60.169924,119.251161,,,,,69.888869,131.563775,,,,,530.558869,592.233775,,,
54.953742,63.436715,,,,,60.16641,119.214504,,,,,69.885852,131.564572,,,,,530.555852,592.234572,,,
54.965093,63.436463,,,,,60.165737,119.229589,,,,,69.882704,131.565635,,,,,530.552704,592.235635,,,
54.968419,63.43645,,,,,60.166684,119.257098,,,,,69.880309,131.566662,,,,,530.550309,592.236662,,,
54.911612,63.436256,,,,,60.166044,119.276966,,,,,69.877675,131.567948,,,,,530.547675,592.237948,,,
54.932209,63.436243,,,,,60.166021,119.263122,,,,,69.874972,131.569111,,,,,530.544972,592.239111,,,
54.956611,63.436106,,,,,60.163001,119.339679,,,,,69.871466,131.570386,,,,,530.541466,592.240386,,,
55.005978,63.435925,,,,,60.164674,119.311137,,,,,69.868358,131.571182,,,,,530.538358,592.241182,,,
55.072465,63.435876,,,,,60.16543,119.339776,,,,,69.865229,131.571661,,,,,530.535229,592.241661,,,
54.960246,63.436222,,,,,60.166223,119.416629,,,,,69.863088,131.571834,,,,,530.533088,592.241834,,,
54.876238,63.43597,,,,,60.161897,119.350359,,,,,69.860132,131.572117,,,,,530.530132,592.242117,,,
54.922504,63.4358,,,,,60.162919,119.413989,,,,,69.857605,131.572187,,,,,530.527605,592.242187,,,
54.868464,63.435608,,,,,60.163068,119.418309,,,,,69.854806,131.571778,,,,,530.524806,592.241778,,,
54.889914,63.435566,,,,,60.165407,119.414846,,,,,69.852447,131.571227,,,,,530.522447,592.241227,,,
