Torad 40 Ton Compressor Load Stand
J Singleton
Measured on:
Tuesday, December 4, 2018
3:35:11 PM


Test Comments:

Measurements:
Psuc,Tsuc,Pdis,Tdis,Msuc,Mdis,Speed,Pamb,Poil,Moil,Tsuc2,Psuc2,Tdis2,Pdis2,T04,P04,T05,P05,M03,M04,T07,P07,Poil2,Moil2,Power,eta_is,Q_dot,eta_vol,DT_sup,DT_sub,Pressure Ratio,Tamb,Twi,Twe,Bypass Position,Water Pump Speed
psia,F,psia,F,lbm/min,lbm/min,rpm,psia,psia,lbm/min,F,psia,F,psia,F,psia,F,F,lb/min,lb/min,F,psia,psia,lbm/min,kW,,Btu/h,,F,F,,F,F,F,,Hz
56.442491,75.664607,161.205090,161.910340,62.201749,57.772793,59.156312,13.013940,158.125187,1.686587,75.575817,57.105524,160.568114,160.387018,158.104640,159.111359,70.500889,158.606441,0.001916,-1.692410,32.000000,-236.993140,159.262351,0.417903,15.185411,0.683277,282562.846231,0.915579,29.246058,38.371254,2.852149,69.330512,95.688236,57.015274,7.000000,38.757737
56.443023,75.552481,161.418363,161.931850,62.166853,57.780969,59.169495,13.012564,158.309868,1.709825,75.409986,57.104779,160.575637,160.568950,158.100929,159.293920,70.538067,158.789207,0.001938,-1.690662,32.000000,-236.994599,159.443213,0.423249,15.198092,0.682892,282502.120552,0.914730,29.130485,38.414382,2.854171,69.329971,95.672738,57.020053,7.000000,38.858724
56.441843,75.437166,161.608790,161.956734,62.084421,57.780937,59.192546,13.012826,158.496489,1.710068,75.242572,57.101876,160.586375,160.755218,158.098929,159.482778,70.576452,158.977248,0.001922,-1.688897,32.000000,-236.994187,159.633270,0.423176,15.201024,0.682981,282459.797130,0.915296,29.053313,38.441868,2.856095,69.329880,95.658057,57.025016,7.000000,38.958449
56.433358,75.318906,161.787523,161.986548,62.098980,57.781060,59.154834,13.013836,158.686938,1.710338,75.072625,57.094709,160.600690,160.946086,158.099242,159.675262,70.616108,159.168330,0.001916,-1.687751,32.000000,-236.993200,159.821588,0.423409,15.209224,0.683160,282374.261165,0.914948,28.940686,38.483418,2.859846,69.330507,95.643600,57.029811,7.000000,39.050968
56.423470,75.239049,161.900539,162.008755,62.054403,57.780583,59.190032,13.013420,158.818951,1.609574,74.959087,57.084615,160.612461,161.071796,158.101045,159.803614,70.643470,159.294149,0.001915,-1.687754,32.000000,-236.993625,159.973980,0.384763,15.222280,0.683596,282245.819392,0.914340,28.826482,38.525963,2.863280,69.331199,95.634654,57.033046,7.000000,39.108723
56.404052,75.118052,162.120271,162.045393,61.968310,57.776675,59.179164,13.012277,159.011965,1.471766,74.788643,57.064172,160.632619,161.261014,158.104408,159.995783,70.684547,159.483803,0.001937,-1.686589,32.000000,-236.994753,160.161317,0.343065,15.230267,0.683847,282116.252278,0.914798,28.716202,38.568473,2.866877,69.332529,95.621929,57.037634,7.000000,39.202579
56.380999,74.995792,162.303200,162.087031,61.927492,57.752333,59.154770,13.012127,159.202344,1.471589,74.618135,57.041587,160.656692,161.452306,158.110627,160.190265,70.726429,159.676560,0.001943,-1.686002,32.000000,-236.994936,160.351133,0.343215,15.250371,0.683692,282026.714403,0.914235,28.645649,38.595172,2.869383,69.334255,95.610080,57.042819,7.000000,39.315770
56.353948,74.872884,162.495390,162.132637,61.903742,57.727920,59.179316,13.012167,159.394791,1.471556,74.448452,57.013298,160.684058,161.644041,158.118862,160.383897,70.769941,159.870197,0.001936,-1.685397,32.000000,-236.994940,160.541360,0.343012,15.261169,0.684206,281876.783323,0.914402,28.542924,38.635526,2.874266,69.336147,95.599413,57.048374,7.000000,39.398816
56.332891,74.790474,162.617254,162.165496,61.868017,57.711722,59.151882,13.011940,159.522007,1.471735,74.335410,56.991173,160.704992,161.768996,158.125628,160.513069,70.799565,159.997552,0.001935,-1.684236,32.000000,-236.995230,160.670194,0.343196,15.269965,0.683825,281626.873562,0.914516,28.442366,38.676332,2.878686,69.336975,95.592231,57.051766,7.000000,39.480977
56.294877,74.666000,162.850886,162.218209,61.835812,57.687222,59.184900,13.011114,159.711867,1.491800,74.165816,56.954803,160.739863,161.958353,158.138881,160.705410,70.844910,160.188258,0.001939,-1.682476,32.000000,-236.996091,160.847877,0.354365,15.282306,0.683946,281375.273963,0.913944,28.344927,38.715811,2.883478,69.338860,95.582023,57.056097,7.000000,39.599666
56.253642,74.540784,163.053200,162.274504,61.767606,57.662906,59.195845,13.010724,159.902163,1.616152,73.996697,56.911749,160.777968,162.146901,158.153284,160.895431,70.890830,160.377094,0.001943,-1.680728,32.000000,-236.996621,161.047808,0.387134,15.302584,0.683971,281207.497580,0.914293,28.282351,38.740727,2.886720,69.340292,95.572506,57.060089,7.000000,39.716734
56.205132,74.415832,163.249167,162.334805,61.707631,57.626373,59.171220,13.009922,160.087661,1.477267,73.831285,56.864347,160.819991,162.332611,158.170863,161.081736,70.937294,160.564633,0.001923,-1.680689,32.000000,-236.997492,161.234194,0.346076,15.304723,0.684332,280955.481918,0.913780,28.193698,38.776994,2.892819,69.342075,95.565180,57.063892,7.000000,39.820858
56.171431,74.332957,163.373442,162.377052,61.698737,57.593830,59.197603,13.009065,160.209025,1.476893,73.721860,56.829828,160.849974,162.452019,158.183497,161.204141,70.968551,160.686163,0.001916,-1.680693,32.000000,-236.998395,161.356626,0.346040,15.319518,0.684247,280704.416186,0.913667,28.107358,38.811813,2.898536,69.343347,95.561319,57.066429,7.000000,39.895960
56.119299,74.209257,163.500012,162.443277,61.645924,57.545085,59.164969,13.008325,160.387539,1.477350,73.559816,56.776501,160.898126,162.628758,158.205604,161.385031,71.016116,160.865281,0.001918,-1.679515,32.000000,-236.999150,161.537107,0.346081,15.336378,0.684909,280395.449792,0.914041,28.028169,38.845465,2.904524,69.345966,95.557313,57.070274,7.000000,39.979203
56.062737,74.086778,163.632875,162.513020,61.580840,57.496301,59.167126,13.006338,160.561015,1.477285,73.401321,56.718840,160.949119,162.798944,158.230268,161.559991,71.063831,161.039090,0.001940,-1.680094,32.000000,-237.001101,161.711145,0.346086,15.356781,0.684638,280150.457435,0.913525,27.977105,38.866086,2.908479,69.348080,95.554672,57.074084,7.000000,40.043687
56.001700,73.965734,163.833944,162.585320,61.470827,57.447654,59.188652,13.004375,160.728968,1.477544,73.246747,56.658185,161.002513,162.965384,158.256611,161.728716,71.110397,161.205946,0.001923,-1.680098,32.000000,-237.003098,161.877819,0.346157,15.363086,0.684259,279783.178639,0.913897,27.902642,38.894929,2.913436,69.349824,95.552958,57.077258,7.000000,40.154408
55.960235,73.886448,163.917873,162.635019,61.418245,57.415013,59.159946,13.003069,160.839413,1.469456,73.146604,56.617684,161.039911,163.072559,158.276300,161.837800,71.141644,161.314702,0.001917,-1.681252,32.000000,-237.004361,162.003945,0.339856,15.367011,0.683804,279417.714986,0.913814,27.833622,38.921297,2.918746,69.351160,95.552762,57.079356,7.000000,40.226505
55.895945,73.769962,164.089366,162.711162,61.323649,57.358159,59.181471,13.001534,161.001469,1.138615,73.001730,56.552971,161.098746,163.234669,158.307019,161.999450,71.188659,161.476504,0.001919,-1.682962,32.000000,-237.005909,162.191463,0.230335,15.376250,0.684318,279057.173926,0.913518,27.770314,38.945793,2.925517,69.354095,95.554103,57.082734,7.000000,40.314210
55.831392,73.656131,164.242111,162.788743,61.182039,57.297249,59.169297,13.001001,161.153686,1.112709,72.862369,56.487925,161.159428,163.388455,158.339502,162.155127,71.234539,161.628746,0.001941,-1.682943,32.000000,-237.006432,162.343623,0.224206,15.388954,0.684480,278816.802768,0.914000,27.730278,38.960835,2.929185,69.357006,95.556762,57.085696,7.000000,40.404996
55.762221,73.546728,164.378253,162.867126,61.085158,57.236262,59.150900,12.998528,161.296805,1.112773,72.730835,56.420743,161.221634,163.529329,158.373277,162.297624,71.278905,161.771414,0.001946,-1.684104,32.000000,-237.008877,162.485477,0.224222,15.409155,0.684687,278420.360048,0.913643,27.674691,38.982643,2.935622,69.359159,95.561498,57.088024,7.000000,40.499766
55.717321,73.476091,164.461174,162.919605,60.997470,57.195850,59.180807,12.997968,161.386472,1.113147,72.647519,56.375388,161.264353,163.620609,158.396549,162.389866,71.308474,161.863146,0.001941,-1.684677,32.000000,-237.009478,162.576663,0.224247,15.417188,0.684622,278007.844780,0.913754,27.622062,39.001471,2.941752,69.360522,95.565764,57.089709,7.000000,40.558775
55.649458,73.373793,164.542213,162.998142,60.931664,57.143097,59.157210,12.996429,161.514852,1.113726,72.528222,56.309081,161.329325,163.747924,158.432247,162.519884,71.351911,161.992706,0.001940,-1.686398,32.000000,-237.011156,162.703844,0.224204,15.419998,0.684233,277601.520920,0.914053,27.578300,39.017704,2.947843,69.362283,95.573006,57.091955,7.000000,40.621757
55.583204,73.276974,164.630408,163.076068,60.903965,57.094429,59.195875,12.996144,161.630591,1.248439,72.418276,56.239332,161.395578,163.866104,158.468868,162.639838,71.392775,162.111787,0.001943,-1.688159,32.000000,-237.011409,162.795402,0.274753,15.430635,0.684167,277333.236289,0.913589,27.550305,39.027078,2.951706,69.362871,95.581980,57.093535,7.000000,40.672309
55.514006,73.184535,164.735449,163.153322,60.798363,57.037407,59.187517,12.995266,161.739972,1.365454,72.316367,56.170412,161.462293,163.976777,158.508217,162.754031,71.433829,162.223750,0.001946,-1.689914,32.000000,-237.012318,162.904910,0.307795,15.434903,0.684428,276973.495770,0.914094,27.512506,39.038613,2.956762,69.363435,95.593297,57.094645,7.000000,40.752218
55.467239,73.125945,164.812891,163.204160,60.748774,57.004808,59.151283,12.994660,161.808971,1.366068,72.253731,56.123900,161.507789,164.045627,158.536039,162.822324,71.460187,162.294637,0.001924,-1.691066,32.000000,-237.012929,162.975409,0.307824,15.432087,0.684401,276639.493439,0.913687,27.478714,39.048246,2.961873,69.364058,95.601793,57.095358,7.000000,40.801333
55.395961,73.043067,164.885557,163.279697,60.675425,56.943789,59.183677,12.993563,161.906505,1.366255,72.167132,56.052152,161.575242,164.142827,158.578028,162.921562,71.498988,162.392051,0.001918,-1.692794,32.000000,-237.014090,163.073555,0.307767,15.443707,0.684665,276269.754572,0.913937,27.452166,39.054645,2.967457,69.364894,95.614948,57.094874,7.000000,40.866246
55.325786,72.965411,165.010219,163.354861,60.573115,56.882798,59.173884,12.992613,161.999751,1.142311,72.087387,55.978183,161.641716,164.229817,158.619894,163.013443,71.535728,162.479770,0.001922,-1.694513,32.000000,-237.014830,163.191897,0.230614,15.443563,0.685201,276052.752519,0.914684,27.438142,39.058318,2.971356,69.365670,95.628291,57.093224,7.000000,40.940380
55.250557,72.893762,165.096569,163.429084,60.504676,56.821714,59.209571,12.989999,162.076795,1.118068,72.017813,55.902709,161.708616,164.303735,158.663167,163.092026,71.569716,162.560022,0.001943,-1.696268,32.000000,-237.017478,163.268922,0.224866,15.436875,0.685014,275673.817453,0.914302,27.423244,39.060772,2.976491,69.366802,95.641307,57.091589,7.000000,41.005503
55.177222,72.827534,165.160523,163.502648,60.493010,56.760833,59.233466,12.988746,162.141456,1.117569,71.958593,55.824622,161.775595,164.369234,158.707062,163.160065,71.603509,162.628576,0.001925,-1.698028,32.000000,-237.018764,163.333864,0.224952,15.450086,0.685542,275300.882293,0.914565,27.412583,39.061164,2.982519,69.368673,95.654627,57.090043,7.000000,41.065893
55.127239,72.787579,165.193388,163.551076,60.436651,56.720120,59.159086,12.988711,162.178799,1.117411,71.925817,55.774984,161.820077,164.406980,158.735755,163.198516,71.624570,162.668587,0.001919,-1.699194,32.000000,-237.018867,163.371789,0.224999,15.447727,0.686281,274936.470845,0.914230,27.412824,39.061133,2.988143,69.370177,95.663373,57.089279,7.000000,41.103676
55.051053,72.734227,165.213112,163.622310,60.363103,56.659022,59.171456,12.987338,162.224125,1.117786,71.885590,55.698153,161.886102,164.451452,158.777909,163.245060,71.654631,162.716890,0.001922,-1.700924,32.000000,-237.020192,163.416858,0.224994,15.456305,0.686047,274577.144157,0.914061,27.416749,39.056338,2.993274,69.373065,95.676450,57.087405,7.000000,41.140505
54.973451,72.687451,165.192233,163.692106,60.277847,56.585725,59.188126,12.986835,162.258415,1.118126,71.856102,55.619959,161.952169,164.486808,158.820136,163.278846,71.683181,162.753043,0.001941,-1.702669,32.000000,-237.020747,163.450271,0.225054,15.465567,0.686363,274342.007352,0.915371,27.424648,39.052197,2.996584,69.375627,95.689390,57.084647,7.000000,41.164120
54.893964,72.648814,165.194631,163.760140,60.191630,56.512623,59.166682,12.986700,162.282213,1.118561,71.837557,55.539721,162.015827,164.510859,158.860469,163.301384,71.707976,162.780961,0.001944,-1.704434,32.000000,-237.020909,163.471018,0.224928,15.466842,0.686226,273995.963373,0.915459,27.444301,39.042559,3.001089,69.376726,95.702283,57.080689,7.000000,41.171908
54.840169,72.626874,165.188803,163.804897,60.122276,56.463728,59.182826,12.985641,162.291534,1.118427,71.831390,55.483517,162.057743,164.520428,158.887463,163.310613,71.723628,162.789023,0.001939,-1.706201,32.000000,-237.021909,163.480155,0.225008,15.463490,0.685776,273597.992316,0.915326,27.471968,39.029292,3.004946,69.377067,95.711583,57.078630,7.000000,41.190909
54.757064,72.599717,165.173804,163.871382,59.954721,56.390466,59.185196,12.985307,162.293607,1.118372,71.830262,55.399652,162.120139,164.522791,158.928395,163.314772,71.745599,162.791813,0.001939,-1.708563,32.000000,-237.022164,163.483894,0.224957,15.469740,0.685823,273211.742161,0.915839,27.509663,39.016297,3.009341,69.378076,95.726456,57.075805,7.000000,41.218460
54.672142,72.580322,165.188441,163.936902,59.872405,56.321222,59.169702,12.984044,162.283834,1.118129,71.838712,55.312962,162.181410,164.510403,158.967664,163.305298,71.763384,162.783962,0.001945,-1.710911,32.000000,-237.023360,163.473856,0.224909,15.473569,0.686024,272957.539756,0.915732,27.539434,39.004052,3.012186,69.378860,95.741656,57.071562,7.000000,41.231674
54.582704,72.566853,165.133296,164.001303,59.772340,56.248012,59.179549,12.982224,162.259555,1.122319,71.856873,55.222869,162.241531,164.486801,159.006714,163.281317,71.779382,162.762647,0.001946,-1.714444,32.000000,-237.025194,163.444797,0.226064,15.478821,0.685843,272583.050824,0.915969,27.592235,38.983260,3.016484,69.380290,95.758168,57.067865,7.000000,41.254061
54.522928,72.561929,165.087905,164.043639,59.694978,56.199099,59.169661,12.981930,162.236986,1.117283,71.874281,55.162302,162.280473,164.462858,159.031877,163.259781,71.788868,162.741009,0.001926,-1.716784,32.000000,-237.025449,163.419593,0.224869,15.485082,0.685960,272238.365120,0.916601,27.654642,38.962158,3.021437,69.380787,95.769146,57.064923,7.000000,41.249163
54.435097,72.560651,165.013775,164.106447,59.665461,56.125934,59.166783,12.980863,162.191163,1.117271,71.909825,55.070616,162.338520,164.416153,159.069911,163.214172,71.801236,162.696186,0.001921,-1.720280,32.000000,-237.026577,163.372476,0.224795,15.483041,0.685782,271882.633151,0.916873,27.727431,38.937151,3.025378,69.381731,95.786969,57.061090,7.000000,41.235491
54.345081,72.565680,164.951961,164.168034,59.511086,56.052566,59.189313,12.978067,162.129537,1.116868,71.954354,54.980262,162.396001,164.353390,159.107252,163.151130,71.811211,162.637729,0.001926,-1.723775,32.000000,-237.029325,163.309115,0.224729,15.476990,0.685517,271648.819648,0.917321,27.780217,38.918519,3.027862,69.381669,95.806139,57.058038,7.000000,41.225607
54.256889,72.578992,164.840585,164.227519,59.421531,55.967863,59.203701,12.977048,162.054849,1.116636,72.010140,54.891340,162.452383,164.280616,159.143127,163.075091,71.819045,162.566228,0.001945,-1.727249,32.000000,-237.030292,163.234203,0.224683,15.463185,0.685590,271305.495910,0.917793,27.863824,38.887200,3.031386,69.381379,95.825809,57.055070,7.000000,41.199956
54.198940,72.591747,164.746352,164.265947,59.360454,55.910901,59.194332,12.976605,161.997432,1.116718,72.052352,54.833396,162.489348,164.223219,159.167062,163.016270,71.823229,162.511317,0.001927,-1.729604,32.000000,-237.030699,163.177678,0.224673,15.453502,0.685923,270968.446328,0.917923,27.955958,38.852508,3.035269,69.381000,95.839146,57.053216,7.000000,41.170925
54.114181,72.616350,164.645604,164.321623,59.259012,55.837815,59.196796,12.975629,161.899914,1.116237,72.123464,54.746324,162.543591,164.125441,159.202667,162.918433,71.827612,162.417789,0.001922,-1.733105,32.000000,-237.031621,163.080230,0.224649,15.434616,0.686267,270584.543073,0.917980,28.054716,38.814430,3.038150,69.380594,95.859273,57.050328,7.000000,41.145966
54.030166,72.649317,164.535097,164.373725,59.165308,55.764647,59.200428,12.973964,161.787529,1.116034,72.205624,54.660254,162.595702,164.010812,159.236125,162.803663,71.828458,162.306928,0.001928,-1.737773,32.000000,-237.033250,162.967517,0.224675,15.425552,0.686439,270329.865024,0.918298,28.123675,38.787012,3.039660,69.379856,95.878053,57.047295,7.000000,41.091713
53.951278,72.689235,164.351992,164.422783,59.019659,55.691431,59.166736,12.974072,161.664112,1.115843,72.296139,54.579342,162.645023,163.888274,159.268534,162.676398,71.825748,162.185398,0.001946,-1.743014,32.000000,-237.033119,162.838249,0.224761,15.423540,0.687165,270012.927111,0.918695,28.230565,38.743044,3.042559,69.378567,95.895275,57.044585,7.000000,41.054039
53.899400,72.720459,164.224851,164.453233,58.897360,55.642849,59.219040,12.973375,161.570296,1.150147,72.362479,54.527178,162.676078,163.796149,159.289210,162.583378,71.822362,162.094726,0.001946,-1.746503,32.000000,-237.033714,162.729359,0.240663,15.419335,0.687431,269705.020221,0.919078,28.345194,38.695253,3.045245,69.377133,95.906450,57.043090,7.000000,41.010827
53.823716,72.774406,164.041890,164.494844,58.806801,55.569524,59.185739,12.973058,161.425144,1.129839,72.472918,54.452684,162.721480,163.648043,159.319762,162.431325,71.815553,161.949378,0.001942,-1.750590,32.000000,-237.034039,162.592865,0.228209,15.404228,0.687040,269404.012187,0.919962,28.461880,38.646475,3.046304,69.375697,95.921984,57.040827,7.000000,40.929969
53.752855,72.835228,163.909319,164.532162,58.666618,55.500581,59.179005,12.972549,161.266618,1.112252,72.590796,54.379637,162.763798,163.487383,159.349358,162.272137,71.806873,161.789642,0.001942,-1.755845,32.000000,-237.034474,162.431118,0.223315,15.400555,0.686895,269208.994323,0.919392,28.543635,38.611425,3.046877,69.373975,95.935932,57.038446,7.000000,40.870209
53.684939,72.904262,163.734536,164.564314,58.498924,55.439599,59.205693,12.971881,161.095656,1.111676,72.719341,54.310363,162.802117,163.317890,159.377369,162.098937,71.795093,161.617785,0.001948,-1.761093,32.000000,-237.035139,162.256366,0.223354,15.390849,0.687076,268920.914914,0.920241,28.671366,38.556589,3.047762,69.373419,95.948250,57.035927,7.000000,40.802811
53.640795,72.954039,163.620758,164.583155,58.380424,55.398903,59.189864,12.971520,160.975215,1.110876,72.809798,54.264661,162.825806,163.199438,159.395301,161.978413,71.785380,161.497817,0.001950,-1.764606,32.000000,-237.035483,162.134356,0.223443,15.378201,0.686944,268659.112877,0.920677,28.801344,38.497476,3.049314,69.372571,95.955993,57.034279,7.000000,40.759655
53.579906,73.034228,163.470133,164.607319,58.283695,55.337952,59.179810,12.972309,160.788859,1.110342,72.953274,54.202540,162.859349,163.015452,159.420244,161.791013,71.768096,161.311461,0.001928,-1.769286,32.000000,-237.034734,161.946608,0.223353,15.358175,0.686990,268443.994665,0.920689,28.936725,38.436261,3.049916,69.371120,95.967957,57.032014,7.000000,40.697764
53.524034,73.122904,163.270563,164.625911,58.207123,55.276920,59.221529,12.973219,160.593420,1.109997,73.106287,54.146421,162.888828,162.821584,159.442823,161.594757,71.747881,161.119075,0.001923,-1.774550,32.000000,-237.033826,161.750909,0.223420,15.343822,0.687298,268304.816906,0.921206,29.029660,38.394983,3.050304,69.369571,95.979946,57.029814,7.000000,40.628389
53.470230,73.217856,163.063204,164.640081,58.126002,55.215764,59.218172,12.973659,160.388475,1.109744,73.266758,54.091264,162.914717,162.617307,159.463855,161.387458,71.725155,160.915978,0.001931,-1.778637,32.000000,-237.033459,161.547279,0.223386,15.339452,0.687826,268101.231565,0.921685,29.169422,38.333004,3.050960,69.368298,95.991685,57.027021,7.000000,40.547965
53.434539,73.285129,162.884580,164.646478,58.065303,55.187307,59.198919,12.972452,160.245251,1.109261,73.378904,54.056228,162.929642,162.472428,159.476471,161.242559,71.708194,160.771219,0.001948,-1.780980,32.000000,-237.034642,161.404054,0.223204,15.329302,0.687861,267904.960797,0.921281,29.312809,38.271319,3.050416,69.367313,95.999050,57.025585,7.000000,40.473661
53.387216,73.391722,162.662617,164.651681,58.045186,55.150811,59.196848,12.972334,160.025490,1.108957,73.553656,54.008263,162.948359,162.249079,159.494399,161.018609,71.680303,160.553141,0.001928,-1.785685,32.000000,-237.034698,161.184095,0.223500,15.303043,0.687403,267714.594652,0.921552,29.460488,38.207505,3.049607,69.366274,96.009369,57.023636,7.000000,40.361487
53.344342,73.503489,162.441344,164.652507,58.016558,55.114330,59.262346,12.973679,159.800627,1.108750,73.734433,53.965015,162.963299,162.020871,159.511240,160.790292,71.651126,160.326947,0.001922,-1.790372,32.000000,-237.033341,160.958043,0.223436,15.283083,0.687424,267652.062913,0.922209,29.562758,38.162734,3.048301,69.365151,96.018571,57.022121,7.000000,40.272953
53.303713,73.621543,162.170123,164.647967,57.976414,55.077609,59.211121,12.972797,159.563927,1.108522,73.922635,53.924206,162.973664,161.783528,159.525470,160.550330,71.619149,160.091598,0.001928,-1.794469,32.000000,-237.034103,160.720334,0.223562,15.257822,0.688136,267592.697254,0.922777,29.715784,38.097548,3.046846,69.364711,96.027441,57.020493,7.000000,40.148054
53.277159,73.703057,162.025943,164.642619,57.950737,55.053180,59.208407,12.972897,159.400898,1.147668,74.051012,53.899777,162.978382,161.623057,159.533357,160.388013,71.596386,159.929666,0.001947,-1.796830,32.000000,-237.034003,160.544265,0.241224,15.251568,0.688515,267536.921696,0.922221,29.869648,38.030084,3.045147,69.364707,96.032851,57.019318,7.000000,40.081282
53.243954,73.829419,161.810688,164.630968,57.944371,55.016621,59.229096,12.973091,159.153248,1.318583,74.247927,53.866299,162.982295,161.378702,159.543909,160.140972,71.561195,159.686233,0.001947,-1.800342,32.000000,-237.033774,160.297110,0.291044,15.222873,0.688916,267486.872320,0.923451,30.027617,37.961400,3.042380,69.365532,96.040361,57.018100,7.000000,39.983905
53.213993,73.961749,161.578401,164.614014,57.887053,54.984193,59.214749,12.972642,158.901889,1.095850,74.451035,53.837098,162.981339,161.126885,159.551475,159.884948,71.523684,159.433904,0.001944,-1.803806,32.000000,-237.034204,160.059773,0.220588,15.208898,0.688847,267456.717772,0.923779,30.135229,37.914838,3.041190,69.366642,96.046636,57.016898,7.000000,39.875065
53.186924,74.098417,161.288910,164.592834,57.826527,54.947791,59.183542,12.972735,158.644671,1.093166,74.657686,53.812198,162.975532,160.870078,159.556508,159.627261,71.483951,159.176442,0.001943,-1.807347,32.000000,-237.034059,159.802981,0.220383,15.192197,0.689536,267414.238222,0.923770,30.294241,37.845713,3.039043,69.367265,96.051873,57.015473,7.000000,39.748223
53.171386,74.192351,161.126174,164.575914,57.790505,54.935592,59.222708,12.971775,158.469241,1.092957,74.799650,53.797512,162.970101,160.694310,159.558206,159.449904,71.456270,159.002795,0.001951,-1.809677,32.000000,-237.034960,159.627811,0.220472,15.185200,0.689512,267397.419082,0.924329,30.456046,37.774971,3.036389,69.367476,96.056253,57.015332,7.000000,39.672747
53.154264,74.337541,160.882923,164.546562,57.797671,54.915415,59.224826,12.972577,158.205092,1.092560,75.016315,53.781772,162.959058,160.428394,159.559136,159.181405,71.413370,158.737120,0.001950,-1.813184,32.000000,-237.034264,159.360274,0.220538,15.163804,0.689309,267365.776368,0.925040,30.619354,37.704117,3.032492,69.368316,96.064553,57.015487,7.000000,39.536688
53.142747,74.486981,160.616399,164.513254,57.750560,54.903266,59.215622,12.973768,157.934531,1.091721,75.237939,53.770386,162.943959,160.161353,159.557179,158.907919,71.370396,158.467578,0.001930,-1.816688,32.000000,-237.033049,159.090892,0.220399,15.153771,0.689225,267405.706613,0.924739,30.728585,37.657134,3.030317,69.369661,96.074876,57.015895,7.000000,39.411604
53.136985,74.641346,160.322498,164.474743,57.677303,54.890944,59.186495,12.975131,157.661259,1.091739,75.462916,53.766512,162.924195,159.887362,159.550478,158.633559,71.325284,158.196076,0.001926,-1.820195,32.000000,-237.031723,158.820215,0.220568,15.127900,0.689501,267459.318079,0.925032,30.890635,37.585685,3.026717,69.371011,96.085304,57.016416,7.000000,39.273795
53.135164,74.746240,160.122963,164.446492,57.653860,54.882903,59.274551,12.975953,157.477909,1.091557,75.614765,53.766708,162.908909,159.705116,159.545190,158.448652,71.293968,158.013731,0.001933,-1.822531,32.000000,-237.030829,158.639832,0.220444,15.115563,0.689196,267553.447165,0.925541,31.051417,37.512498,3.022358,69.372263,96.092569,57.017048,7.000000,39.163366
53.137877,74.906358,159.845047,164.400473,57.653831,54.870846,59.219415,12.976616,157.194050,1.357323,75.844780,53.772391,162.882422,159.429470,159.536047,158.170509,71.245142,157.737438,0.001948,-1.826051,32.000000,-237.030142,158.324587,0.315011,15.099346,0.689428,267650.986692,0.926260,31.211458,37.440454,3.017155,69.374365,96.102869,57.017357,7.000000,39.031192
53.149646,75.070281,159.609937,164.349412,57.610246,54.870961,59.191891,12.977308,156.916203,1.449220,76.077771,53.785457,162.851276,159.151278,159.525024,157.891790,71.194845,157.460206,0.001930,-1.829539,32.000000,-237.029518,158.045972,0.339912,15.075023,0.689320,267719.003742,0.925029,31.318146,37.393002,3.013503,69.377045,96.113245,57.017643,7.000000,38.898801
53.169313,75.236895,159.374986,164.293678,57.626950,54.883094,59.193767,12.977088,156.638667,1.448823,76.311820,53.806086,162.817136,158.874694,159.512910,157.613042,71.143618,157.182501,0.001927,-1.833034,32.000000,-237.029698,157.767804,0.339930,15.047929,0.689074,267823.478845,0.926009,31.475591,37.322345,3.008119,69.380239,96.123205,57.017668,7.000000,38.772216
53.187280,75.349070,159.207365,164.253184,57.667069,54.891333,59.240433,12.977967,156.453304,1.448671,76.467445,53.825099,162.791767,158.691014,159.503024,157.428222,71.109173,156.999343,0.001937,-1.834784,32.000000,-237.028855,157.584646,0.339920,15.035512,0.689399,267988.784074,0.926601,31.627924,37.252596,3.003029,69.382937,96.129447,57.017281,7.000000,38.686229
53.220474,75.518371,158.948675,164.187343,57.825506,54.911814,59.205647,12.979350,156.179747,1.447923,76.699427,53.861740,162.749840,158.417902,159.485386,157.153671,71.055670,156.728050,0.001953,-1.838258,32.000000,-237.027467,157.311420,0.339883,15.022354,0.689895,268213.801760,0.926792,31.775170,37.183415,2.997499,69.386455,96.137897,57.015237,7.000000,38.558264
53.262784,75.688313,158.685416,164.116566,57.831258,54.940484,59.181988,12.981120,155.909799,1.447691,76.931097,53.906478,162.703542,158.148296,159.465675,156.882214,71.002372,156.457757,0.001951,-1.839985,32.000000,-237.025753,157.043721,0.339920,15.005987,0.689864,268364.326725,0.926121,31.869656,37.138357,2.993335,69.390132,96.145666,57.013104,7.000000,38.424629
53.311079,75.859200,158.406655,164.039706,57.859456,54.977030,59.190479,12.981863,155.647236,1.307763,77.160495,53.956924,162.651678,157.883322,159.442687,156.616239,70.947309,156.192275,0.001948,-1.842301,32.000000,-237.024959,156.809840,0.287439,14.975546,0.689549,268630.969741,0.926774,32.006291,37.073975,2.986608,69.393262,96.151590,57.009788,7.000000,38.265936
53.348977,75.973352,158.224680,163.985743,57.973419,55.005665,59.230514,12.981850,155.472388,1.198655,77.312460,53.995506,162.615430,157.709302,159.425970,156.440901,70.909829,156.017652,0.001948,-1.843461,32.000000,-237.024974,156.639261,0.256367,14.958875,0.689342,268935.844126,0.927221,32.134619,37.009668,2.979293,69.395530,96.155082,57.007340,7.000000,38.179700
