49.70778,60.025283,173.232289,154.246198,117.309996,112.91003,54.4902,14.159905,172.4928,7.483267,60.112689,49.734497,151.925014,173.829406,150.394021,171.79218,110.986396,170.027854,-0.07222,-1.793447,32.02574,-235.890039,157.962801,5.243921,5.210199,-11.454614,32.742028,1692.708713,4.516566,446506.3206,1.663361,20.062056,2.749108,3.485056,0.08094,0.061241,110.530977,90.268895,32,32,32,32,-12932.18615,32,69.144324,76.409028,97.947299,89.90277,37.736018,28.860759,67.783282,60.253165,20.253165,34.699382,26.518987,1667.999268,33.928039,0.693568,218.925997,0.377,0.879,0,0.377,0.879,0,0.101203,0.879,0,-0.153,0.4,0,-0.755798,0.3734,0,-1.130389,0.3481,0,0.1,0.8,0,-0.011529,0.06251,0,First Test,40TonSpool,1,1,21.53.19-Thu.08.27.2020.csv
51.69652,92.361408,138.519874,163.091485,111.735875,115.209278,54.611907,14.306433,134.793829,4.250444,92.471956,53.062165,160.917924,-237.807654,158.648158,134.209967,83.225242,131.096421,-0.07089,0.037431,32.02574,-235.744832,133.895913,4.037405,28.715782,11.214918,26.533845,1368.405833,20.476483,562663.5694,0.972701633,50.378663,12.997863,2.67953,0.076523,0.054036,124.045037,103.671779,32,32,32,32,32,32,68.408889,68.48677,77.159233,65,23.270972,48.607595,73.592503,55.862817,21.493671,26.799241,50.701953,1674.021251,29.148091,0.012231,75.493445,0.377,0.879,0,0.3,0.809,0,0.084101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.014,0.255,0,0.02,0.8,0,-0.015,0.26,0,,1,40TonSpool,1,17.20.09-Tue.11.03.2020.csv
60.181231,69.626804,212.969036,165.098438,134.380236,137.22385,55.927689,14.30007,210.333686,6.076618,69.846634,61.869786,163.179473,-237.811132,160.957361,209.830015,118.757471,206.848452,-0.067931,0.036778,32.02574,-235.751441,189.098506,4.757427,41.267152,14.864537,40.683926,2050.483476,28.885784,530519.2683,0.904757488,19.575979,8.952124,3.538843,0.141844,0.07489,124.057249,95.954945,32,32,32,32,32,32,70.161147,70.672106,99.808283,116,39.068662,27,61.355701,66.711923,24.493671,47.225258,33.548021,1660.575297,40.943709,0.017396,75.394801,0.377,0.879,0,0.3,0.809,0,0.084101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.014,0.255,0,0.02,0.8,0,-0.013,0.26,0,,1,40TonSpool,1,17.37.47-Wed.11.04.2020.csv
60.477497,69.780542,115.550528,115.409233,148.157901,153.684645,55.814864,14.314258,108.252092,4.309408,70.001064,62.6128,114.627463,-237.800786,112.559868,107.23494,57.735921,101.157947,-0.06914,0.038151,32.02574,-235.736752,118.500394,4.071167,23.631149,9.622047,22.750196,1148.820098,16.514397,773494.3127,1.010179458,19.471007,22.126335,1.910615,0.292699,0.074986,98.979583,83.14778,32,32,32,32,32,32,69.693417,68.901578,64.511212,0,100,80.518987,89.367089,83.755882,25.493671,26.326187,25.668584,1674.822907,24.382384,0.00986,75.367109,0.377,0.879,0,0.3,0.809,0,0.084101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.014,0.255,0,0.02,0.8,0,-0.013,0.26,0,,1,40TonSpool,1,18.41.18-Wed.11.04.2020.csv
16.687262,10.576154,94.175102,137.7181,36.32858,39.297147,55.802021,14.320641,91.97346,6.969532,7.628352,15.468644,132.443091,-237.795278,129.144071,92.187534,52.154181,93.306034,-0.068496,0.037205,32.02574,-235.730218,91.602462,1.084882,18.094128,7.70231,17.998283,907.994532,11.222124,184075.4233,0.883452563,20.447895,22.815248,5.643714,0.378806,0.075556,102.599959,81.498572,32,32,32,32,32,32,69.263504,67.546505,59.348607,0,100,0,45.873418,40.417645,0,34.9,37.157313,1679.213794,19.132094,0.006683,75.347903,0.377,0.879,0,0.3,0.809,0,0.084101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.001,0.255,0,0.02,0.8,0,-0.013,0.26,0,,1,40TonSpool,1,19.26.12-Wed.11.04.2020.csv
16.618599,10.581692,213.593612,265.746146,41.364709,28.963388,55.751029,14.325292,211.429339,5.613838,5.776384,15.709762,247.846029,-237.786087,237.976851,214.225418,113.098398,214.343928,-0.068508,0.037759,32.02574,-235.725979,189.14434,4.409602,32.216808,12.224124,30.973164,1565.721341,12.418409,105958.947,0.654497,20.601627,17.214463,12.85463,0.336227,0.075104,163.316583,127.804722,32,32,32,32,32,32,70.042943,70.446508,115.045817,266.921795,7.668856,0,16.963291,12.773852,0,35.062895,35.082334,1669.859275,32.417425,0.007437,75.371953,0.377,0.879,0,0.3,0.809,0,0.084101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.001,0.255,0,0.02,0.8,0,-0.013,0.26,0,,1,40TonSpool,1,20.32.42-Wed.11.04.2020.csv
,,,,,,,,,,,Displacement Corrected here,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.757013,60.672248,200.18494,168.480819,115.884244,116.942147,57.543328,14.311937,198.225906,6.99703,60.764528,50.580916,166.184365,-237.800379,164.470056,198.143947,116.032977,196.607041,-0.071167,0.037102,32.02574,-235.740369,177.800952,6.677047,40.69527,15.415536,26.241421,1284.713,27.234535,452694.3829,0.90304,20.661836,7.993228,4.023241,0.075924,0.05451,126.409839,96.239706,32,32,32,32,32,32,69.46805,70.154989,97.060992,112.2,52.587884,14.734177,64,62.152971,13.873418,50.873418,51.89153,0.203375,40.513886,133.919746,77.929535,0.377,0.879,0,0.3,0.809,0,0.084101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.001,0.255,0,0.02,0.8,0,-0.013,0.21,0,,1,40TonSpool,1,23.56.37-Wed.11.18.2020.csv
60.185511,64.752349,138.736106,123.558289,149.616131,150.472481,54.597656,14.370212,133.48844,4.652141,65.040324,61.562621,122.527732,136.931529,120.245246,132.547935,66.84402,128.03526,-0.062643,0.037611,32.02574,-235.680928,134.95069,4.409425,28.437636,11.121238,27.63623,1426.036046,20.610139,721299.6593,1.002625,14.691399,27.847487,2.305145,0.074226,0.05149,99.244864,79.200867,32,32,32,32,32,32,68.909354,68.249279,79.016068,100,25.450316,52.493671,59.276212,63.720624,0,45.113924,48.058474,0.210984,28.810359,97.686916,75.440329,0.377,0.879,0,0.3,0.809,0,0.084101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.0018,0.26,0,0.02,0.8,0,-0.013,0.25,0,,1,40TonSpool,1,11.44.07-Fri.11.20.2020.csv
49.666701,65.378286,138.720536,139.276432,114.437039,117.165094,54.58437,14.364026,135.326639,4.011736,65.484074,50.539518,137.825397,137.647073,135.94776,134.510172,67.289785,131.779003,-0.064879,0.037413,32.02574,-235.687122,131.425151,3.794652,28.490907,11.11282,27.641657,1426.683544,20.353605,567912.0001,0.967535,25.456797,29.280214,2.793098,0.073751,0.050963,109.152338,86.822326,32,32,32,32,32,32,68.910476,68.667406,79.898993,100,26.479659,30.886076,66.532968,72.95611,0,42.958055,42.446257,0.210625,28.844444,96.63451,75.439988,0.377,0.879,0,0.3,0.809,0,0.084101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.0018,0.26,0,0.02,0.8,0,-0.013,0.25,0,,1,40TonSpool,1,12.25.38-Fri.11.20.2020.csv
40.842816,64.754051,138.991218,152.141574,88.778038,92.64479,54.594165,14.361831,136.740688,4.622127,64.817168,41.364984,149.68924,138.422681,147.070926,136.094701,66.081232,134.675554,-0.064412,0.037712,32.02574,-235.689195,130.696021,4.383964,28.033701,10.962746,26.359896,1360.355933,19.652741,454875.3867,0.943957,34.68658,31.909678,3.403098,0.074099,0.051228,114.89446,92.118419,32,32,32,32,32,32,69.050235,68.862084,81.362912,100,20.561694,30.886076,44.074509,52.592127,0,36.958055,42.30227,0.210501,28.419639,93.36377,75.393316,0.377,0.879,0,0.3,0.809,0,0.084101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.002411,0.224407,0,0.02,0.8,0,-0.013,0.25,0,,1,40TonSpool,1,12.54.40-Fri.11.20.2020.csv
33.102311,64.972105,138.607665,166.738209,73.174195,73.587603,54.599721,14.360061,136.588532,5.252464,65.2607,33.342433,162.734,138.356833,160.281794,136.585399,65.695126,136.219749,-0.065125,0.038392,32.02574,-235.690713,128.523088,4.996344,26.944101,10.650473,23.40911,1207.862723,18.709105,365436.7351,0.938274,44.992273,33.040962,4.187428,0.074593,0.051621,125.718355,100.682651,32,32,32,32,32,32,68.804638,69.184998,81.508658,100,19.459497,0,44.476582,72.978291,0,22.253165,75.022052,0.210357,27.431069,88.944012,75.331161,0.377,0.879,0,0.3,0.809,0,0.084101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.002028,0.21215,0,0.02,0.8,0,-0.012,0.24,0,,1,40TonSpool,1,15.16.20-Fri.11.20.2020.csv
26.861982,65.332286,138.670783,182.916624,58.651839,57.908974,54.615277,14.364319,137.235528,4.173833,65.095018,26.824742,177.044033,138.792077,173.744284,137.325649,65.63617,137.024111,-0.063443,0.038637,32.02574,-235.686444,121.06663,3.964701,25.712967,10.209795,22.980572,1185.501822,17.257395,290418.8212,0.920182,54.953292,33.490365,5.16237,0.07516,0.051979,130.666894,107.233804,32,32,32,32,32,32,68.733275,69.469622,80.770476,100,18.991022,0,19.746835,74.161227,0,18.633257,74.783052,0.210053,26.23234,82.161409,75.392226,0.377,0.879,0,0.3,0.809,0,0.084101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.0018,0.23,0,0.02,0.8,0,-0.012,0.22,0,,1,40TonSpool,1,16.01.32-Fri.11.20.2020.csv
21.352417,64.862096,139.366667,194.836005,44.43056,44.781595,54.685126,14.379993,137.585351,6.312496,64.903471,21.088753,185.580422,139.268507,180.163104,138.327721,90.400801,138.109374,-0.065799,0.037572,32.02574,-235.67102,125.594159,4.655879,24.62889,9.918995,22.257127,1146.632191,15.564137,206966.0757,0.901245,64.501444,9.245992,6.52634,0.074192,0.051459,118.206398,98.848212,32,32,32,32,32,32,69.553125,69.58019,76.381789,100,35.842814,0,35.367089,47.500036,0,30.506329,40.29901,0.210536,25.26516,73.924525,84.719165,0.377,0.879,0,0.3,0.809,0,0.084101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.0018,0.23668,0,0.02,0.8,0,-0.013,0.21,0,,1,40TonSpool,1,17.31.09-Sat.11.21.2020.csv
16.785588,65.266572,139.58558,221.777059,33.456614,33.783062,54.68949,14.376454,137.867718,5.061042,64.898688,16.25098,208.687575,139.892537,201.103242,138.70121,90.144893,138.858375,-0.067098,0.037693,32.02574,-235.674195,123.985863,4.215946,23.372927,9.512993,21.639645,1114.730819,13.540567,158246.1223,0.872116,74.909646,9.859157,8.316055,0.073852,0.051146,138.913126,116.483035,32,32,32,32,32,32,70.049719,70.346922,76.204748,100,31.971281,0,27.367089,38.717149,0,24.506329,39.371887,0.21054,24.121674,64.319761,84.693672,0.377,0.879,0,0.3,0.809,0,0.084101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.0018,0.239478,0,0.02,0.8,0,-0.013,0.21,0,,1,40TonSpool,1,18.00.08-Sat.11.21.2020.csv
54.535203,71.529995,99.337108,115.047724,134.470498,133.368812,54.719552,14.382141,92.32012,4.081378,71.669349,55.723666,114.175679,95.931744,112.098485,91.373892,53.171993,85.208308,-0.063955,0.037681,32.02574,-235.668341,102.923033,3.851334,20.415081,8.521262,22.404614,1153.477246,13.507649,689416.7178,1.00745,26.734904,16.418538,1.82154,0.074343,0.051434,98.306153,83.51599,32,32,32,32,32,32,70.022655,69.260117,61.56507,0,100,100,100,100,0,44.506329,55.025188,0.210802,21.313243,64.087953,84.746927,0.377,0.879,0,0.3,0.809,0,0.084101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.0018,0.2,0,0.02,0.8,0,-0.013,0.21,0,,1,40TonSpool,1,19.28.30-Sat.11.21.2020.csv
60.367372,70.694367,162.024029,141.9849,140.261412,144.769685,54.498823,14.391127,157.476105,5.008359,70.864312,61.611936,140.719245,161.033968,138.847916,156.860559,98.327817,153.211104,-0.064243,0.037952,32.02574,-235.66009,152.100849,4.760454,32.644438,12.353992,30.972911,1601.156938,23.862659,617651.1839,0.978966,20.487979,8.263055,2.683845,0.074023,0.050903,111.633851,88.970497,32,32,32,32,32,32,70.430644,70.654579,86.796735,0,37.7423,31.367089,79.309494,62.019961,0,58.603924,64.229639,0.211046,32.874277,113.06937,84.717709,0.377,0.879,0,0.3,0.809,0,0.084101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.005,0.18,0,0.02,0.8,0,-0.015,0.21,0,,1,40TonSpool,1,20.45.31-Sat.11.21.2020.csv
60.017213,70.246675,213.818741,169.25083,130.981162,132.196496,54.325109,14.393777,210.611161,8.574274,70.393562,60.783077,167.271868,214.518032,165.452889,211.109651,120.878323,209.250232,-0.062269,0.037774,32.02574,-235.657805,193.478797,8.20071,41.305822,14.962683,39.255307,2035.710264,28.038121,506863.6177,0.901517,20.353815,7.673427,3.562699,0.074291,0.05092,127.063153,100.503753,32,32,32,32,32,32,70.886065,71.38245,103.488373,79.746835,35.494836,0,66.886076,59.847095,0,56.608587,76.02861,0.211473,41.045788,132.599458,84.718177,0.377,0.879,0,0.3,0.809,0,0.084101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.005,0.18,0,0.02,0.8,0,-0.015,0.25,0,,1,40TonSpool,1,21.21.33-Sat.11.21.2020.csv
48.966109,59.658509,98.763922,109.713392,126.01755,123.036358,54.733849,14.285305,92.967956,3.896738,59.730586,50.631937,109.012103,95.76294,107.358667,91.941457,53.924666,86.897476,-0.061305,0.037963,32.02574,-235.76551,101.93709,3.678184,21.08961,8.743562,14.130739,727.334512,14.327882,618420.5267,1.013937,20.46906,16.821232,2.017031,0.073637,0.051356,95.091016,76.664242,32,32,32,32,32,32,68.404589,68.576413,60.998601,0,100,66.126582,130.677114,99.977742,0,47,52.214905,0.210454,21.946381,68.090636,84.776977,0.377,0.879,0,0.3,0.809,0,0.084101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.005,0.18,0,0.02,0.8,0,-0.015,0.25,0,,1,40TonSpool,1,17.44.01-Mon.11.23.2020.csv
45.690922,55.861418,97.615698,110.515113,117.890592,113.839115,54.720436,14.283963,92.481523,4.086206,55.895692,46.984295,109.728811,94.750822,107.927817,91.517711,54.112061,87.367843,-0.062926,0.038013,32.02574,-235.766824,100.64179,3.856149,21.22339,8.794738,21.016964,1082.113436,14.325006,568086.2184,1.002135,20.196057,16.949099,2.136332,0.074562,0.052237,94.97599,76.361486,32,32,32,32,32,32,68.626614,68.681402,61.207407,0,100,60,74.936709,73.024734,0,46,55.438516,0.210671,22.078634,67.998092,84.780197,0.377,0.879,0,0.3,0.809,0,0.084101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.01,0.15,0,0.02,0.8,0,-0.015,0.25,0,,1,40TonSpool,1,18.12.36-Mon.11.23.2020.csv
41.068402,49.44498,96.388092,111.657982,110.931784,101.631375,54.711796,14.28031,91.862821,4.316969,49.323268,42.142366,110.733667,93.73426,108.955979,90.941728,54.183203,87.994651,-0.06315,0.037927,32.02574,-235.770141,99.446711,4.076496,21.255578,8.815564,20.676636,1064.702992,14.321849,501291.7171,0.988328,19.098482,17.301573,2.346891,0.074522,0.052294,96.507459,76.865889,32,32,32,32,32,32,69.035466,68.75203,61.414208,0,100,46.253165,90.2,74.141449,0,46,47.55743,0.211269,22.112711,67.789871,84.774415,0.377,0.879,0,0.3,0.809,0,0.084101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.01,0.15,0,0.02,0.8,0,-0.015,0.25,0,,1,40TonSpool,1,18.50.26-Mon.11.23.2020.csv
55.480024,53.249444,103.207706,96.667919,149.548951,145.251917,54.713751,14.282173,96.503488,4.307271,53.329219,57.474511,96.406736,99.859365,95.314737,95.414899,55.146531,87.87699,-0.061405,0.037742,32.02574,-235.768313,106.285029,4.068253,21.304449,8.808868,18.080054,931.004831,14.434323,709764.7621,1.024237,7.560338,16.258205,1.860271,0.074893,0.052673,89.03787,71.434238,32,32,32,32,32,32,68.971663,68.900546,61.764552,0,100,100,100,100,0,57.176412,48.300081,0.211237,22.159291,68.335178,84.769133,0.377,0.879,0,0.3,0.809,0,0.084101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.01,0.15,0,0.02,0.8,0,-0.015,0.25,0,,1,40TonSpool,1,19.17.07-Mon.11.23.2020.csv
