Torad 40 Ton Compressor Load Stand
J Singleton
Measured on:
Friday, December 7, 2018
4:15:44 PM


Test Comments:

Measurements:
Psuc,Tsuc,Pdis,Tdis,Msuc,Mdis,Speed,Pamb,Poil,Moil,Tsuc2,Psuc2,Tdis2,Pdis2,T04,P04,T05,P05,M03,M04,T07,P07,Poil2,Moil2,Power,eta_is,Q_dot,eta_vol,DT_sup,DT_sub,Pressure Ratio,Tamb,Twi,Twe,Bypass Position,Water Pump Speed,MG,SG,ML,SL
psia,F,psia,F,lbm/min,lbm/min,rpm,psia,psia,lbm/min,F,psia,F,psia,F,psia,F,F,lb/min,lb/min,F,psia,psia,lbm/min,kW,,Btu/h,,F,F,,F,F,F,,Hz,,,,
54.983321,76.900261,161.343011,164.141472,60.079351,56.443680,59.172168,12.973242,158.444798,0.972645,77.136622,55.602804,162.625044,160.547487,159.637068,159.268925,72.631202,158.728519,0.001905,0.013213,32.000000,-237.033770,159.422031,0.302248,15.209305,0.687973,274948.104188,0.922246,31.661282,36.365853,2.934356,69.241722,59.381178,95.858334,8.000000,42.282944,64.000000,39.675493,12.177215,21.045169
54.977323,76.899412,161.343038,164.143090,60.110864,56.443439,59.190816,12.973007,158.440228,0.959650,77.137205,55.597536,162.625750,160.544155,159.637678,159.264217,72.632190,158.725927,0.001907,0.013207,32.000000,-237.034063,159.340710,0.299462,15.212590,0.687768,275007.340705,0.922876,31.665236,36.365463,2.933650,69.241698,59.380194,95.858901,8.000000,42.272536,64.000000,39.684066,12.177215,21.046688
54.975324,76.898470,161.331486,164.147013,60.177349,56.443583,59.163901,12.972178,158.426792,1.235659,77.137595,55.597042,162.626515,160.536638,159.637362,159.254490,72.633171,158.716674,0.001911,0.013238,32.000000,-237.034833,159.332442,0.390026,15.208826,0.688291,274970.025166,0.922991,31.675304,36.364149,2.934399,69.240845,59.377549,95.859602,8.000000,42.291412,64.000000,39.691541,12.177215,21.048912
54.975321,76.898629,161.343802,164.150187,60.034824,56.443643,59.190239,12.973061,158.421192,1.246243,77.138386,55.597768,162.627318,160.533816,159.636059,159.247131,72.634426,158.711283,0.001890,0.013261,32.000000,-237.033969,159.329271,0.392299,15.207305,0.688212,274969.060622,0.922805,31.680212,36.362045,2.934720,69.239413,59.374584,95.861472,8.000000,42.287902,64.000000,39.693916,12.177215,21.051309
54.974430,76.899575,161.322288,164.151754,60.036964,56.441351,59.196375,12.973435,158.415721,1.246136,77.139299,55.595670,162.628061,160.528031,159.634771,159.240292,72.635351,158.705172,0.001889,0.013269,32.000000,-237.033666,159.326037,0.392394,15.199778,0.688362,274968.394343,0.923262,31.681188,36.357077,2.934616,69.238452,59.371269,95.865282,8.000000,42.290770,64.000000,39.695532,12.177215,21.053828
54.973555,76.900002,161.308728,164.152501,60.088392,56.433254,59.173874,12.973048,158.410778,1.246202,77.139912,55.593317,162.628947,160.524543,159.634057,159.235294,72.636166,158.700538,0.001892,0.013272,32.000000,-237.034076,159.320866,0.392235,15.204146,0.688488,274967.173706,0.922852,31.681352,36.353501,2.934841,69.238127,59.369674,95.868964,8.000000,42.273521,64.000000,39.698358,12.177215,21.055514
54.971124,76.900255,161.271143,164.153394,60.159100,56.429053,59.188305,12.973108,158.403270,1.246126,77.139972,55.591444,162.629814,160.520324,159.633006,159.228382,72.636843,158.694226,0.001913,0.013301,32.000000,-237.034006,159.316325,0.392480,15.204295,0.688726,274956.136061,0.922738,31.683152,36.349944,2.934497,69.237907,59.366875,95.875442,8.000000,42.266628,64.000000,39.702472,12.177215,21.057970
54.967681,76.900024,161.291107,164.153806,60.066221,56.421001,59.195995,12.973018,158.395814,1.246090,77.139989,55.588848,162.629674,160.513781,159.633148,159.221170,72.637393,158.687515,0.001896,0.013289,32.000000,-237.034114,159.311018,0.392441,15.208151,0.688384,274916.434441,0.922973,31.684420,36.347132,2.934297,69.238596,59.364682,95.882772,8.000000,42.273666,64.000000,39.708796,12.177215,21.060371
54.963672,76.899963,161.291658,164.154127,60.043028,56.408936,59.169485,12.973764,158.389591,1.246114,77.139905,55.584026,162.629250,160.508753,159.633200,159.214076,72.637933,158.681059,0.001891,0.013306,32.000000,-237.033352,159.305319,0.392377,15.198795,0.688209,274896.007832,0.922725,31.687004,36.343737,2.933743,69.239501,59.362484,95.890275,8.000000,42.290575,64.000000,39.715139,12.177215,21.062747
54.960704,76.900018,161.283027,164.154586,60.038879,56.400902,59.200729,12.973859,158.384092,1.246105,77.140104,55.580334,162.628911,160.503893,159.633598,159.209843,72.638358,158.674096,0.001894,0.013318,32.000000,-237.033245,159.301243,0.392578,15.193924,0.688063,274856.744559,0.922536,31.690079,36.340296,2.934290,69.240290,59.360885,95.895160,8.000000,42.292295,64.000000,39.721271,12.177215,21.064361
